LANGUAGE	ID	TEXT	FILE	NODE	LINE	LOCK	COMMENTAIRE	CHANGED?
en	0321513	Vous êtes attablé à un large plateau oblong, vous riez. Vous êtes entouré de vos confrères et consoeurs : les 4 sages !	D5_level1	Start	8	469e4bbd
en	0465049	Vous avez rejoint leur assemblée ! Vous êtes devenu un expert de la métacognition !...	D5_level1	Start	9	f626b4a5
en	0fdfbaf	Bip ! Bip ! Votre horloge connectée vous surprend en plein milieu d'un rêve merveilleux.	D5_level1	Start	10	249b0475
en	05bec81	Hélas, ce ne sera pas pour aujourd'hui. Ce matin, vous devez réviser. Nous sommes jeudi, la semaine de partiels ne s'est pas achevée. Vous devez passer encore un examen cet après-midi.	D5_level1	Reveil	16	04683161
en	034c955	La GRH : la Gestion des Ressources Hybrides. C'est-à-dire les forces vives : biologiques, numériques, et biologinumériques...	D5_level1	Reveil	17	fb06353a
en	039a65d	Ronronron... Votre palmphone vibre. Pour la première fois de la semaine, ce n'est pas Fred, mais votre grand-mère. Qu'est-ce qui lui prend de vous appeler à cette heure-ci ?	D5_level1	Reveil	18	54284d59
en	056860d	-> Prendre l'appel	D5_level1	Reveil	19	4ee62c7c
en	0c01801	-> Rejeter l'appel	D5_level1	Reveil	20	2a0a44c1
en	0a2e419	Que voulez-vous faire?	D5_level1	Liste_Taches	27	b07b7f6b
en	0e60daf	C'est l'heure de déjeuner. Il faut manger avant d'aller à l'examen !	D5_level1	Liste_Taches	28	22f4f576
en	0f5649f	-> Manger	D5_level1	Liste_Taches	29	596304b2
en	0a33a5f	-> Réviser votre cours, façon "rappel libre" #once	D5_level1	bureau_subchoice	34	7cc9206b
en	0b2264f	-> Vous informer en ligne sur les causes et les effets des pathologies cardiaques#once	D5_level1	bureau_subchoice	35	36b7bd27
en	0cbdbfa	-> Prendre votre petit déjeuner#once	D5_level1	cuisine_subchoice	40	b4f61564
en	0ca4bb0	-> Appeler vos parents#once	D5_level1	salon_subchoice	45	2d8edb36
en	0d368df	-> Appeler Fred#once	D5_level1	salon_subchoice	46	b16bc44f
en	0dc5f32	You: Bonjour mamie ! Pourquoi je ne te vois pas ?	D5_level1	Appel_Mamie	52	51d103ba
en	09e9477	Mamie@holo_shadow: Bonjour chouchou, c'est pour te rassurer. Je vais bien ! Mais je ne suis pas belle à voir...	D5_level1	Appel_Mamie	53	d66ae937
en	0b2c720	You: Ah bon ?	D5_level1	Appel_Mamie	54	285d20be
en	0cb28e3	Mamie@holo_shadow: Je suis à l'hôpital et on m'a branchée sur des dizaines de câbles et de moniteurs. Je ressemble plus à une véhicule accidenté qu'à une grand-mère.	D5_level1	Appel_Mamie	55	69cbc42e
en	0af7656	You: Qu'est-ce qui t'es arrivée ?	D5_level1	Appel_Mamie	56	cda75c43
en	00db0dd	Mamie@holo_shadow: Rien de grave, chouchou. Tes parents t'ont rien dit ?	D5_level1	Appel_Mamie	57	440eb1c4
en	0ffcbf6	You: Heu non...	D5_level1	Appel_Mamie	58	b1bc9213
en	054b688	Mamie@holo_shadow: Ah... Bien sûr...	D5_level1	Appel_Mamie	59	e9171207
en	0ae83b8	You: Quoi ?	D5_level1	Appel_Mamie	60	32b1a869
en	0e1f352	Mamie@holo_shadow: Ne t'inquiète pas. Je vais bien. Mon coeur va bien mieux...	D5_level1	Appel_Mamie	61	3cba8b91
en	07ebf06	You: Ton coeur ?! Mamie...	D5_level1	Appel_Mamie	62	eede79be
en	0dcce80	Vous aimeriez en savoir plus mais vous entendez une voix synthétique interrompre votre conversation. C'est un Paramedibot qui vient chercher votre grand-mère. On l'emmène au bloc opératoire !	D5_level1	Appel_Mamie	63	c1de528c
en	0104bbb	Du coup, votre aïeule coupe court à la conversation. Vous n'en saurez pas plus. Quel choc !!	D5_level1	Appel_Mamie	64	37a3adc1
en	082d5c8	Votre grand-mère à l'hôpital, la connaissant dure comme du béton armé, c'est du sérieux. Vraiment, ça craint...	D5_level1	Appel_Mamie	65	b08f0cea
en	0001bfe	Il y a des journées comme celle-ci qu'on préférerais zapper... Du coup, vous ne savez plus du tout par quoi vous allez commencer...	D5_level1	Appel_Mamie	66	bd05b92b
en	0f72aa5	-> Pourtant, il faut choisir	D5_level1	Appel_Mamie	67	57c69e41
en	0f180f8	Ce n'est pas une heure pour appeler ses petits-enfants ! Vous pourriez être en cours ou en examen ! Vraiment, les grands-parents, il faut leur imposer une mise à jour du manuel du savoir-vivre !...	D5_level1	Rejet_Mamie	73	824c1182
en	0edfb4d	Votre palmphone s'ébroue de nouveau ! C'est encore votre grand-mère ! Elle insiste, ce n'est pas son genre. En général, elle laisse un message sur votre répondeur. C'est peut-être sérieux...	D5_level1	Rejet_Mamie	74	5885651e
en	0804287	-> Prendre l'appel	D5_level1	Rejet_Mamie	75	4ee62c7c
en	0c61e86	C'est vraiment pas yum yum ce matin... Votre muesli à la crème n'a pas de goût et votre jus d'orange reconstitué vous attaque l'estomac. C'est trop acide. Décidément, la nourriture biologcindus ne ne fait pas toujours des miracles. Surtout, quand le moral est bas... Au moins, vous vous sentez le corps moins vidé.	D5_level1	Breakfast	81	289271db
en	000a34a	-> Que faites-vous maintenant?	D5_level1	Breakfast	82	384138a2
en	0f1795d	Vous empoignez votre palmphone et sélectionnez le numéro de votre mère. Vous appuyez sur le bouton "appel". Votre mère décroche :	D5_level1	Maman_Call	88	57b77b1d
en	0442ed3	Maman@holo_shadow: Bibi. Tu es au courant ?	D5_level1	Maman_Call	89	da39922d
en	00f2c5c	You: Oui. Mamie m'a appelé. Qu'a-t-elle ?	D5_level1	Maman_Call	90	2a103a6f
en	0a4c162	Maman@holo_shadow: Elle a fait une crise cardiaque. On l'a admise d'urgence à l'hôpital. Son état est stable mais on doit l'opérer.	D5_level1	Maman_Call	91	4e6c49ff
en	05d2da3	You: Pourquoi ne m'avoir rien dit ?	D5_level1	Maman_Call	92	50e26e6b
en	0c66227	Maman@holo_shadow: Tu passes tes examens. On ne voulait pas te stresser. On attendait d'en savoir plus.	D5_level1	Maman_Call	93	2a90df1a
en	0282628	You: Merci. Du coup, je suis plus stressé...	D5_level1	Maman_Call	94	09a13ba1
