LANGUAGE	ID	TEXT	FILE	NODE	LINE	LOCK	COMMENTAIRE	CHANGED?
en	02861e5	C'est le matin, vous vous réveillez... naturellement, normalement, sans sonnerie. Logique, nous sommes samedi, c'est le week-end, synonyme de repos, du moins de relâche. Il est dix heures passées.	D6	Start	8	99a7767d
en	06967d0	Vous vous levez tranquillement et prenez un petit-déjeuner copieux : chocolat organique, crêpes au caramel beurré, jus d'oranges organiques compressées.	D6	Start	9	94344037
en	08aa252	Vous avez bien dormi : pas d'insomnie, pas de stress étouffant, pas de pensées angoissantes, pas de cauchemar.	D6	Start	10	299e95ae
en	0900d55	Vous pensez à votre grand-mère, mais vous avez l'esprit serein et optimiste.	D6	Start	11	570d8359
en	058f466	Votre palmphone vibre, c'est votre mère. Le sort aurait-il perçu vos pensées ?	D6	Start	12	83e3c437
en	01ffc52	-> Répondre	D6	Start	13	6365ee17
en	077c23e	Maman@holo: Je te réveille pas, Bibi ?	D6	Appel_Maman	19	4e2bc3ea
en	0d3dd0e	You: Non. Je viens de finir mon petit-déjeuner.	D6	Appel_Maman	20	5b31e7a2
en	0f83a1c	Maman@holo: Parfait. Tu as des nouvelles de l'hôpital ?	D6	Appel_Maman	21	520f2ee7
en	0c60223	You: Non, toujours rien. Comment va Mamie ?	D6	Appel_Maman	22	461c4533
en	044fbd0	Maman@holo: Tout va bien. Elle s'est réveillée. Elle est encore fatiguée, confuse, elle a du mal à trouver ses mots. Mais elle va bien.	D6	Appel_Maman	23	a5565dc7
en	09aa214	You: Ouf !	D6	Appel_Maman	24	ed8a2a85
en	01c7c6a	Maman@holo: Tu connais ta grand-mère.	D6	Appel_Maman	25	49302c06
en	03aa1d3	You: Ouais.	D6	Appel_Maman	26	825adff7
en	0285964	Maman@holo: C'est une dure-à-cuire. Elle va s'en sortir. Comme toujours.	D6	Appel_Maman	27	8cd59576
en	0a6e49f	You: Ouais.	D6	Appel_Maman	28	825adff7
en	0c17fe9	Maman@holo: Tu fais quoi aujourd'hui ?	D6	Appel_Maman	29	0c0e8929
en	050d0ee	You: Je révise pour la Grand Oral.	D6	Appel_Maman	30	4f2bc3e7
en	09f1d9b	Maman@holo: Tu continues le Jungle Body Beat ?	D6	Appel_Maman	31	2deff1c7
en	0cf6e18	You: Ouais. Ça me fait du bien, c'est tonique, vivifiant et gracieux.	D6	Appel_Maman	32	c6101b43
en	09172d7	Maman@holo: Ah. Et ça impressionne tes camarades ?	D6	Appel_Maman	33	73f0cb52
en	0dfa2fe	You: Un peu. Quand je me lance sur le Dance Floor, je ne passe pas inaperçu. Bon, c'est pas tout. Je vais devoir me préparer pour revoir mes leçons. Je te laisse. Ciao !	D6	Appel_Maman	34	51243169
en	0e0d405	Maman@holo: Ciao.	D6	Appel_Maman	35	54e0b7cc
en	0f2bdb6	Bon, il est temps de s'y mettre. C'est qu'il y a beaucoup a réviser, même pour un week-end entier.	D6	Appel_Maman	36	a9d23f8d
en	0576ac8	Il est tard, votre ventre crie famine. Il est temps de faire une pause dînatoire et refaire le plein de calories.	D6	Taches_S	43	c190f165
en	06054a6	-> Aller dîner	D6	Taches_S	44	d6ec2f43
en	021cb5b	-> Manger sainement <<if !visited("MangerMidi_S")>>	D6	Cuisine_S	51	c07879dc
en	04ee09d	-> Manger vite <<if !visited("MangerMidi_S")>>	D6	Cuisine_S	52	6f4f6694
en	091bddc	-> Grignoter un petit quelque chose <<if !visited("Grignoter_S")>>	D6	Cuisine_S	53	325ee712
en	0c45dc5	-> Demander au Roommate de couper les distractions #once	D6	Bureau_S	60	067bde5f
en	0936ce8	-> Planifier le travail à faire #once	D6	Bureau_S	61	fef6c0aa
en	06d3788	-> Réviser la Philosophie Quantique <<if !visited("revision3")>>	D6	Bureau_S	62	0b46f480
en	0e9f1ef	-> Ranger le bureau #once	D6	Bureau_S	63	9f693a87
en	08fade8	-> Faire une sieste #once	D6	Lit_S	70	06df3fe1
en	03f7f0a	-> Regarder Star Mars #once	D6	Detente_S	77	2e4acefd
en	0df8004	-> Jouer du Cycloluth #once	D6	Detente_S	78	c2557ab1
en	0f3adb1	-> Chatter en ligne #once	D6	Detente_S	79	0ec318d3
en	0ace565	Vous demandez à votre RoomMate de basculer votre chambre en mode "immersion studieuse".	D6	Zero_Distraction_S	85	c95cc6c3
en	0cbdbba	RoomMate s'exécute, et empêche les distractions extérieures de pouvoir vous perturber, en ne vous laissant accès qu'au strict minimum pour réviser dans les meilleures conditions.	D6	Zero_Distraction_S	86	e2be8d5c
en	01b0da9	Vous vous installez sur votre bureau. Vous rangez un minimum et sortez votre journal Bullet Point. Vous savez que ce week-end, il va diablement servir. Vous tournez les pages jusqu'à arriver à une page blanche.	D6	Planning_S	92	c02c35c6
en	0cda8aa	Vous notez les tâches obligatoires et prioritaires du week-end. <b>Les quatre thèmes de la philosophie quantique</b>.	D6	Planning_S	93	f6b60a3c
en	0384152	Vous énumérez ensuite les tâches importantes ou utiles : <b>Le samedi soir enfiévré à la cafétéria, la séance de détox sportive du lendemain, le coup de fil de mamie</b>.	D6	Planning_S	94	ddc972c4
en	087319b	Enfin, vous vous attardez sur les tâches plus accessoires : <b>Sieste et éventuellement d'autres pauses fun</b>.	D6	Planning_S	95	21ed0991
en	0dad130	Vous tournez encore la page. Nouvelle feuille vierge.	D6	Planning_S	96	169efc27
en	0c4398a	Vous y notez en haut et en gras : Samedi.	D6	Planning_S	97	7d0d392e
en	077a75c	Vous listez ensuite tous les événements de ce jour. Réviser deux thèmes de la philosophie quantique. D'abord le <b>principe d'incertitude ou d'indétermination</b>, et en second, le <b>phénomène d'intrication quantique</b>.	D6	Planning_S	98	5d0e0f2c
en	048bee6	Ensuite vous passez aux tâches secondaires: Votre entraînement de Jungle Body Beat à 14 h.	D6	Planning_S	99	f144aca0
en	08893ca	Puis, la soirée à la cafétéria, celle qui va faire remonter votre niveau de fun et vous permettre de vous lâcher au concours de danse.	D6	Planning_S	100	c51244f0
en	097e49b	Et en plus petites tâches, une pause sieste, et tous les autres éléments de détente à votre disposition.	D6	Planning_S	101	c997c11b
en	01e95e0	La philosophie quantique. Un beau et riche sujet. Vous en avez lu des livres sur la question. Vous en avez écrit des pages sur les différents thèmes que cette noble matière aborde.	D6	Reviser_S	107	4e8d2564
en	086df00	Heureusement vous avez pris le temps d'établir un planning ce matin, donc vous savez exactement où commencer : le principe d'incertitude ou d'indétermination.	D6	Reviser_S	108	a3f6ca45
en	0d706eb	Par quoi allez-vous commencer ce matin ? Vous n'e savez pas trop. Vous n'avez pas vraiment réfléchi à la question. Tant pis.	D6	Reviser_S	109	705c83b8
en	03a02e1	Vous faites confiance à la méthode du "rappel libre". Vous sortez des stylos de différentes couleurs et plusieurs pages blanches. Vous commencez à noter dessus les titres, les mots-clés, les concepts, les théories, les définitions et les arguments qui vous viennent à l'esprit..	D6	Reviser_S	110	a52e7227
en	06f89f6	Ding ding ! Vous vous accordez une pause de 15 minutes, histoire de ne pas surcharger le cerveau.	D6	Reviser_S	111	efc70852
