LANGUAGE	ID	TEXT	FILE	NODE	LINE	LOCK	COMMENTAIRE	CHANGED?
en	08d6679	Après vous êtes réveillé en douceur... Vous prenez votre petit déjeuner tranquillement. Une boîte de biocookies et un thé décaféiné, rien de tel pour commencer une nouvelle journée.	D4_level1	Start	8	392da85c
en	0b2008b	Vous débarrassez la cuisine, vous faites votre toilette, vous préparez vos affaires pour aller à la bibliothèque, quand votre palmphone vibre :	D4_level1	Start	9	72d67485
en	07aa125	C'est Fred!	D4_level1	Start	10	989081df
en	0b9f6c3	-> Prendre l'appel	D4_level1	Start	11	4ee62c7c
en	053256a	Fred@holo_excited: Hello, { $name }, la forme ? Motivé ?	D4_level1	Appel_Fred	18	45fa2a07
en	0269dec	You: Oui, on travaille en binôme aujourd'hui sur notre mémoire. La théorie du chaos dans la macrobiologie post-darwinienne.	D4_level1	Appel_Fred	19	1e52a103
en	03d8889	Fred@holo_smiling: Cool, tu me retrouves ?	D4_level1	Appel_Fred	20	5c14265d
en	0cc96ad	You: Tu es déjà à la bibliothèque ?	D4_level1	Appel_Fred	21	da9bea4d
en	025ef02	Fred@holo_happy: Non, je suis à la maison, je viens juste de recevoir le dernier GTR : Grand Thrill Rodéo 66 ! Une tuerie !	D4_level1	Appel_Fred	22	4aea521a
en	0504f52	You: Je te rappelle qu'on doit finir notre projet sur la théorie du chaos aujourd'hui, avant minuit.	D4_level1	Appel_Fred	23	f3d5823e
en	084a465	Fred@holo_smiling: Yes, yes. Viens d'abord chez moi !	D4_level1	Appel_Fred	24	8310210e
en	088ed24	You: Fred, on a encore du pain sur la planche.	D4_level1	Appel_Fred	25	e57aa77f
en	081da26	Fred@holo_smiling: Yes yes, on verra cet après-midi.	D4_level1	Appel_Fred	26	7769510c
en	0197eed	Vous connaissez Fred, iel est têtu. Vous n'avez que deux possibilités :	D4_level1	Appel_Fred	27	8fcddc67
en	0208632	-> Vous allez à la bibliothèque et vous espérez qu'il vous rejoindra.	D4_level1	Appel_Fred	28	0d79f065
en	0265d1b	-> Vous allez chez lui et vous l'obligez à venir à la bibliothèque.	D4_level1	Appel_Fred	29	8d31355d
en	0fa8535	Vous vous asseyez à une table de la grande bibliothèque. Quelle ambiance de concentration et de travail. Ça motive. Vous textez Fred pour lui préciser dans quelle zone du bâtiment vous l'attendez.	D4_level1	Bibli_soloAM	36	69e6b7ba
en	0d36258	Vous relisez tranquillement tout ce que vous avez déjà noté. Vous en profitez pour revoir certaines références, approfondir d'autres. C'est passionnant la théorie du chaos. La macrobiologie également. Le temps passe, les minutes et les heures s'écoulent...	D4_level1	Bibli_soloAM	37	32d6c925
en	0acef83	Mais que fait donc Fred ? Le voilà enfin.	D4_level1	Bibli_soloAM	38	5e9e44b7
en	01537ff	You: Mais qu'est-ce que tu foutais ?	D4_level1	Bibli_soloAM	39	aa3ae785
en	04e5547	Fred_smiling: C'est trop de la bombe nucléaire GTR 66!	D4_level1	Bibli_soloAM	40	67f65268
en	0e8fc30	You: T'as vu l'heure ? La bibliothèque ferme à 20h !	D4_level1	Bibli_soloAM	41	4b5e08e9
en	0657129	Fred_happy: No worry, j'ai tout dans la tête.	D4_level1	Bibli_soloAM	42	7a4dafad
en	057c3d1	You: J'espère bien.	D4_level1	Bibli_soloAM	43	d9aa3674
en	0fec0a5	Fred_smiling: On commence par quoi ?	D4_level1	Bibli_soloAM	44	83787d8c
en	0de0a6f	You: Heu.	D4_level1	Bibli_soloAM	45	bcc06bf1
en	0bf3676	Fred_smiling: C'est toi le chef de projet, non ?..	D4_level1	Bibli_soloAM	46	019e757a
en	0039505	Vous ne saisissez pas très bien le sens des paroles de Fred. Que veux-t-iel dire ?	D4_level1	Bibli_soloAM	47	63867e1a
en	0f40937	Vous retournez vous asseoir à la même table que ce matin. L'ambiance est toujours calme et propice à la l'étude. Vous textez Fred pour lui dire que vous l'attendez au même endroit.	D4_level1	Bibli_soloPM	54	ac3e14d7
